再来一套好房子！真实租18楼朝南，钥匙在手，家私电全齐,5500, 龙华,2室2厅2卫 62.06㎡ 南向 精装修 
东门商圈 地铁口 临近公园学校  随时看房,8300, 东门,3室2厅3卫 89㎡ 西南向 精装修 
双玺花园 三期，小面积1房1厅出租，高层，东南看海，漂亮,17500, 蛇口,1室1厅1卫 88.00㎡ 东北向 豪华装修 
坪洲地铁  情侣温馨一房家的感觉  随时看房  电梯,1800, 坪洲,1室1厅1卫 38㎡ 东南向 精装修 
桂花路214号小区 1室0厅1卫,450, 观澜,1室1卫 16㎡ 南向 精装修 
微棠公寓 周末活动 签约减免500元 双地铁 民水电,1799, 龙华,1室1厅1卫 45㎡ 东向 精装修 
华强南 岗厦 漾福居  单身公寓 有匙 东南向  3000元,3000, 华强南,1室1卫 24㎡ 东南向 精装修 
直租 华强北 华新地铁口 群星广场 田面 单间 拎包入住押一,1400, 华强北,1室1卫 14㎡ 南北向 精装修 
福岗园大厦 2室1厅1卫,5890, 福田中心区,2室1厅2卫 60㎡ 南向 简单装修 
科技园精装大两房 花园社区 紧邻科兴科学园 家私齐全,7800, 科技园,2室2厅2卫 80㎡ 南北向 精装修 
民治地铁独栋三层别墅 豪华装修 自住办公接待均可 梅花山庄,21000, 民治,6室2厅6卫 460㎡ 东南向 豪华装修 
润府二期精装修148平3房高层东南向租18000元随时看房,25000, 科技园,3室2厅3卫 148㎡ 北向 毛坯 
白石龙老村 3室2厅1卫,3500, 梅林关口,3室2厅3卫 86㎡ 东向 简单装修 
公明南庄 宽敞舒适一房 环境优美采光好 配置齐全 停车方便,1100, 公明,1室1厅1卫 54.00㎡ 南向 精装修 
1号线西乡站 精美一室一厅带阳台 全新出租,1650, 西乡,1室1卫 33.00㎡ 东向 精装修 
可短租福田上梅林红山地铁已交一年网费好停车精装修随时看房入住,1800, 民治,1室1厅1卫 25㎡ 南向 精装修 
任屋村小区 1室0厅1卫,700, 平湖,1室1卫 30㎡ 南向 精装修 
急租南油新一代国际公寓，近沃尔玛，精装修，看房方便,5300, 南油,1室1厅1卫 40.0㎡ 南北向 精装修 
每天都在找房子，很累吧，来我这里看看吧。,1680, 固戍,1室1厅1卫 30.00㎡ 南向 精装修 
金地上塘道(一期) 带厨房可烧饭，提供免费wifi  精致居,1660, 民治,1室1卫 19.00㎡ 东向 精装修 
上星四村 1室1厅1卫,700, 沙井,1室1厅1卫 25㎡ 东南向 精装修 
麒麟苑 单间900元月 南北通透 电梯房 配套齐全 可一押,900, 大学城,1室1卫 14.99㎡ 东南向 精装修 
活动价4700世界金融精装两居家私家电齐全,5500, 国贸,2室1厅2卫 46㎡ 东向 精装修 
1号线新安地铁站900米，公交直达南山,3200, 翻身路,2室1厅2卫 45㎡ 东南向 精装修 
固戍井湾新村 1室0厅1卫,1300, 领航城,1室1卫 35㎡ 东向 简单装修 
上水径 中海怡翠大社区中间楼层大两房 环境好 万科物业,3800, 上水径,2室2厅2卫 72㎡ 南向 精装修 
"鹏达摩尔城南联地铁口,精装2房家私电全齐,看房随时方便",2900, 龙岗中心城,2室2厅2卫 89.2㎡ 南向 简单装修 
上下4层鲸山九期别墅带大地面花园住家装修拎包入住,45000, 蛇口,7室2厅7卫 279.0㎡ 南向 精装修 
中心名座 1室0厅1卫,2100, 沙井,1室1卫 43㎡ 东向 精装修 
近桃园地铁站 直租 小区环境安保好 房间光线通风佳 租房联系,1200, 南山医院,1室1卫 14㎡ 南向 精装修 
岗厦村 1室0厅1卫 1300元月 精装修 电梯房,1300, 岗厦,1室1卫 14㎡ 南北向 精装修 
带大阳台独立卫生间，全新家私家电，24h管理，可拎包入住,1180, 火车站,1室1卫 14㎡ 南北向 精装修 
马鞍山小区 2室1厅1卫,2300, 坪洲,2室1厅2卫 45㎡ 南向 简单装修 
中海怡翠大三房 看花园 装修漂亮 环境好大社区 推荐住家,4500, 上水径,3室2厅3卫 90㎡ 南向 精装修 
近桃园地铁800M 欢迎来电骚扰 周边文体中心 出行便利,1900, 南山医院,1室1卫 22㎡ 东南向 简单装修 
南昌第二新村 1室1厅1卫,1500, 固戍,1室1厅1卫 50㎡ 南向 精装修 
房子名称,房子价格,房子地段,房子简介
带水库小学出租，5300不高，通风采光很好（有钥匙看房）,5300, 水库,3室1厅3卫 86㎡ 东向 精装修 
联投东方 沃尔玛楼下 小区环境优美有游泳池有家的感觉,5800, 松岗,5室2厅5卫 123㎡ 南向 精装修 
凤凰路，电话公司3房.5楼.租4200元.,4200, 东门,3室1厅3卫 90㎡ 南向 简单装修 
泰华锦绣城 81平大两房 5800元月 配套齐全,5800, 翻身路,2室2厅2卫 81.2㎡ 南向 精装修 
大运科技园，齐全出租，华中学校旁，可陪读住，近天安数码城,2800, 大运,2室2厅2卫 68㎡ 北向 精装修 
好房出租，中间楼层，精装修，地.铁.口物业，大花园泳池社区,6800, 笋岗,2室2厅2卫 83.0㎡ 南北向 精装修 
信义假日名城，交通方便，配套成熟，拧包入住！,5300, 百鸽笼,3室2厅3卫 58.82㎡ 南北向 精装修 
四号线地铁口电梯精装单间 直达福田 会展中心 （直租）,1480, 梅林关口,1室1卫 26㎡ 南向 豪华装修 
整租 |一号线固戍地铁站旁精装单间，家电齐全，可拎包入住,900, 固戍,1室1卫 14㎡ 南北向 精装修 
近1号线会展中心地铁口平安大厦精装3房出租,11500, 福田中心区,3室2厅3卫 99.00㎡ 南向 精装修 
熙珑山 新鲜出炉豪华样板房出租 免停车费 业主首租 近地铁.,3300, 坪地,3室2厅 89.0㎡ 东南向 精装修 
新房出租（从未入住，豪华装修）拎包入住，车位充足,15000, 农科中心,3室2厅3卫 112.00㎡ 南向 豪华装修 
精装修户型方正拎包入住,4000, 大芬,2室2厅2卫 73.00㎡ 南向 精装修 
直租 西丽地铁口 精装修一房一厅 家电齐全,3200, 西丽,1室1厅1卫 42㎡ 东南向 精装修 
濠景时代二房一厅出租，家电全齐，,2200, 沙井,2室1厅2卫 53㎡ 南向 简单装修 
公明南庄 宽敞舒适一房 环境优美采光好 配置齐全 停车方便,1100, 公明,1室1厅1卫 54.00㎡ 南向 精装修 
1号线西乡站 精美一室一厅带阳台 全新出租,1650, 西乡,1室1卫 33.00㎡ 东向 精装修 
可短租福田上梅林红山地铁已交一年网费好停车精装修随时看房入住,1800, 民治,1室1厅1卫 25㎡ 南向 精装修 
银座金钻 2室2厅2卫,3500, 人民南,2室2厅2卫 33㎡ 东南向 精装修 
急租南油新一代国际公寓，近沃尔玛，精装修，看房方便,5300, 南油,1室1厅1卫 40.0㎡ 南北向 精装修 
每天都在找房子，很累吧，来我这里看看吧。,1680, 固戍,1室1厅1卫 30.00㎡ 南向 精装修 
金地上塘道(一期) 带厨房可烧饭，提供免费wifi  精致居,1660, 民治,1室1卫 19.00㎡ 东向 精装修 
新坡塘村 1室0厅1卫,500, 横岗,1室1卫 15㎡ 南向 简单装修 
麒麟苑 单间900元月 南北通透 电梯房 配套齐全 可一押,900, 大学城,1室1卫 14.99㎡ 东南向 精装修 
世纪村183平，精装4房，高层装修保养好，直接入住,20000, 华侨城,3室2厅3卫 183.00㎡ 西南向 豪华装修 
活动价4700世界金融精装两居家私家电齐全,5500, 国贸,2室1厅2卫 46㎡ 东向 精装修 
天悦大厦 1室0厅1卫,880, 沙井,1室1卫 30㎡ 南北向 精装修 
后海上班族 南山中心区 特价两房 拎包入住,2380, 后海,2室1厅2卫 50㎡ 南向 精装修 
直租 首月799 免中介 精装修 大单间 免费健身房家私齐全,1299, 龙华,1室1卫 38㎡ 南向 精装修 
1号线新安地铁站900米，公交直达南山,3200, 翻身路,2室1厅2卫 45㎡ 东南向 精装修 
荣德国际城市综合体 2室1厅1卫,2280, 横岗,2室1厅2卫 66㎡ 南向 精装修 
上水径 中海怡翠大社区中间楼层大两房 环境好 万科物业,3800, 上水径,2室2厅2卫 72㎡ 南向 精装修 
"鹏达摩尔城南联地铁口,精装2房家私电全齐,看房随时方便",2900, 龙岗中心城,2室2厅2卫 89.2㎡ 南向 简单装修 
上下4层鲸山九期别墅带大地面花园住家装修拎包入住,45000, 蛇口,7室2厅7卫 279.0㎡ 南向 精装修 
远景家园 3室2厅2卫,6500, 龙华,3室2厅3卫 147㎡ 东南向 豪华装修 
近桃园地铁站 直租 小区环境安保好 房间光线通风佳 租房联系,1200, 南山医院,1室1卫 14㎡ 南向 精装修 
岗厦村 1室0厅1卫 1300元月 精装修 电梯房,1300, 岗厦,1室1卫 14㎡ 南北向 精装修 
店铺推荐 布吉口 精装修 三房 南北通透 拎包入住,5000, 西乡,3室2厅3卫 83.88㎡ 东南向 豪华装修 
汇鑫花园 2室2厅1卫,5800, 黄贝岭,2室2厅2卫 65㎡ 南向 精装修 
带大阳台独立卫生间，全新家私家电，24h管理，可拎包入住,1180, 火车站,1室1卫 14㎡ 南北向 精装修 
中海怡翠大三房 看花园 装修漂亮 环境好大社区 推荐住家,4500, 上水径,3室2厅3卫 90㎡ 南向 精装修 
近桃园地铁800M 欢迎来电骚扰 周边文体中心 出行便利,1900, 南山医院,1室1卫 22㎡ 东南向 简单装修 
荔树人家 2室1厅1卫,5200, 新洲,2室1厅2卫 50㎡ 南向 简单装修 
整租龙华地铁口豪华单间押一付一家电齐全采光好,1000, 龙华,1室1卫 28㎡ 南北向 精装修 
6号线合水口地铁口 大小单间直租 家电齐全 毕业季热租房,400, 公明,1室1卫 20㎡ 南向 精装修 
白石龙 复试温馨单间 配套齐全,1500, 梅林关口,1室1厅1卫 35㎡ 南向 精装修 
信义御城(一期) 2室2厅1卫,4200, 横岗,2室2厅2卫 65㎡ 南向 精装修 
精装公寓商业中心附近 独立厨卫 家电齐全 阳台山地铁站附近,750, 大浪,1室1卫 23㎡ 东南向 精装修 
灵芝地铁站精装休公寓房拎包入住价格可谈,2000, 桃源村,1室1厅1卫 38㎡ 南向 精装修 
和平小区 1室0厅1卫,1400, 龙华,1室1卫 25㎡ 南向 精装修 
房子名称,房子价格,房子地段,房子简介
红山地铁口大两房 全新装修 家私齐全 拎包入住,5000, 民治,2室1厅2卫 52.30㎡ 东向 精装修 
尚水天成，交通便利，出地铁就到家,5600, 下水径,3室2厅3卫 81.47㎡ 南向 简单装修 
福城前海新纪元 3室2厅1厨2卫 85.99m 整租,8000, 新安,3室2厅3卫 85.99㎡ 东南向 精装修 
独卫好房 中熙香莎公馆 家具齐全 随时看房,4600, 沙井,3室2厅3卫 83㎡ 北向 精装修 
（实图实拍）观澜湖1200平独栋带泳池，花园2000平。速度,40000, 观澜,9室3厅9卫 423.0㎡ 南向 豪华装修 
龙岗中心城 龙城中学紫薇苑 精装三房 限时特价 家私电全齐,3300, 龙岗中心城,3室2厅3卫 86.65㎡ 南向 精装修 
免中介 双地铁 押一付一 立减1000 拎包入住,1299, 龙华,1室1卫 30㎡ 南向 精装修 
免中介租六约地铁口精装小区一房一厅高层带电梯实图实价拎包入住,1980, 横岗,1室1厅1卫 65㎡ 南向 精装修 
清湖地铁口 盛世江南精装三房 拎包入住低于市场价,4600, 清湖,3室2厅3卫 110㎡ 西北向 精装修 
汇龙苑 2室2厅1卫 4500元月 配套齐全 业主急租,4000, 龙华,2室2厅2卫 60㎡ 南向 毛坯 
整租直租艾希小区两房出租房子精装大气高楼层免费停车可养宠物,2800, 葵涌,2室1厅2卫 65㎡ 南北向 精装修 
不收中介费，自带花园种菜种花，就一套，空房可以配齐出租。,4500, 塘尾,3室2厅3卫 89㎡ 南北向 精装修 
观澜湖球会别墅出租 办公住家两用 家私电齐全,26000, 观澜,5室3厅5卫 225.00㎡ 东南向 精装修 
招商澜园，朝南看小区花园，一房一厅，拎包入住,3200, 观澜,1室2厅1卫 67㎡ 南向 精装修 
只有一套！坪山中心区，东方威尼斯 精装大三房，全新家私家电！,3200, 坪山,3室2厅3卫 110㎡ 东南向 精装修 
麒麟苑 单间900元月 南北通透 电梯房 配套齐全 可一押,900, 大学城,1室1卫 14.99㎡ 东南向 精装修 
世纪村183平，精装4房，高层装修保养好，直接入住,20000, 华侨城,3室2厅3卫 183.00㎡ 西南向 豪华装修 
活动价4700世界金融精装两居家私家电齐全,5500, 国贸,2室1厅2卫 46㎡ 东向 精装修 
警备区龙华公寓 2室1厅1卫,3500, 龙华,2室1厅2卫 56㎡ 东南向 精装修 
后海上班族 南山中心区 特价两房 拎包入住,2380, 后海,2室1厅2卫 50㎡ 南向 精装修 
直租 首月799 免中介 精装修 大单间 免费健身房家私齐全,1299, 龙华,1室1卫 38㎡ 南向 精装修 
1号线新安地铁站900米，公交直达南山,3200, 翻身路,2室1厅2卫 45㎡ 东南向 精装修 
樟坑一区 3室2厅2卫,3600, 民治,3室2厅3卫 80㎡ 北向 简单装修 
上水径 中海怡翠大社区中间楼层大两房 环境好 万科物业,3800, 上水径,2室2厅2卫 72㎡ 南向 精装修 
"鹏达摩尔城南联地铁口,精装2房家私电全齐,看房随时方便",2900, 龙岗中心城,2室2厅2卫 89.2㎡ 南向 简单装修 
上下4层鲸山九期别墅带大地面花园住家装修拎包入住,45000, 蛇口,7室2厅7卫 279.0㎡ 南向 精装修 
沙吓村 1室0厅1卫,1320, 民治,1室1卫 22㎡ 东北向 精装修 
近桃园地铁站 直租 小区环境安保好 房间光线通风佳 租房联系,1200, 南山医院,1室1卫 14㎡ 南向 精装修 
实拍！精装全齐大四房！业主自住标准！高层南北通透！视野开阔！,15000, 西丽,4室2厅4卫 146.00㎡ 南北向 精装修 
岗厦村 1室0厅1卫 1300元月 精装修 电梯房,1300, 岗厦,1室1卫 14㎡ 南北向 精装修 
新和东区 1室0厅1卫,680, 福永,1室1卫 25㎡ 南向 精装修 
店铺推荐 布吉口 精装修 三房 南北通透 拎包入住,5000, 西乡,3室2厅3卫 83.88㎡ 东南向 豪华装修 
带大阳台独立卫生间，全新家私家电，24h管理，可拎包入住,1180, 火车站,1室1卫 14㎡ 南北向 精装修 
中海怡翠大三房 看花园 装修漂亮 环境好大社区 推荐住家,4500, 上水径,3室2厅3卫 90㎡ 南向 精装修 
金山小区 1室1厅1卫,400, 惠州,1室1厅1卫 38㎡ 东南向 简单装修 
近桃园地铁800M 欢迎来电骚扰 周边文体中心 出行便利,1900, 南山医院,1室1卫 22㎡ 东南向 简单装修 
整租龙华地铁口豪华单间押一付一家电齐全采光好,1000, 龙华,1室1卫 28㎡ 南北向 精装修 
泰 和花园 布心地铁口 豪装大三房,6600, 布心,3室2厅3卫 89㎡ 南向 精装修 
万丰村 1室0厅1卫,600, 沙井,1室1卫 25㎡ 南向 简单装修 
6号线合水口地铁口 大小单间直租 家电齐全 毕业季热租房,400, 公明,1室1卫 20㎡ 南向 精装修 
白石龙 复试温馨单间 配套齐全,1500, 梅林关口,1室1厅1卫 35㎡ 南向 精装修 
精装公寓商业中心附近 独立厨卫 家电齐全 阳台山地铁站附近,750, 大浪,1室1卫 23㎡ 东南向 精装修 
惠鑫公寓 1室0厅1卫,1900, 梅林关口,1室1卫 29㎡ 东南向 精装修 
灵芝地铁站精装休公寓房拎包入住价格可谈,2000, 桃源村,1室1厅1卫 38㎡ 南向 精装修 
西丽新屋村 1室0厅1卫 1700元月 电梯房 南北通透,1700, 桃源村,1室1卫 23㎡ 南向 精装修 
华润城二期 190平精装4房 东南向 配套齐全 看房方便,28000, 科技园,4室2厅4卫 190㎡ 南向 豪华装修 
宇峰苑 3室2厅1卫,3800, 龙华,3室2厅3卫 76.14㎡ 东南向 精装修 
马安山地铁口 穗丰苑 两房空房出租2500 手快有,2500, 沙井,2室2厅2卫 80㎡ 西南向 简单装修 
港隆城（鸿隆广场）精装2房 家具可配齐 随时可看房,3980, 港隆城,2室2厅2卫 48.00㎡ 西北向 精装修 
万众城生活区 1室0厅1卫,1350, 民治,1室1卫 23㎡ 东北向 精装修 
房子名称,房子价格,房子地段,房子简介
慢城精致南北通二房 住家舒适家私齐全 看房方便诚租！,4600, 慢城,2室2厅2卫 77㎡ 南北向 精装修 
百鸽笼地铁万象汇旁三房两厅一卫精装家私齐全6000拎包入住,6000, 百鸽笼,3室2厅3卫 96㎡ 东南向 精装修 
大运城邦四期 3室2厅2卫 2700元月 电梯房 精装修,2700, 东莞,3室2厅3卫 97㎡ 南北向 精装修 
公明合水口 近天虹  新精装豪华公寓   拎包入住 全新家电,800, 公明,1室1卫 18㎡ 南向 精装修 
龙华地铁口200米 精装大三房 家私齐全 拎包入住 看房方便,3500, 龙华,3室2厅3卫 95.37㎡ 东南向 精装修 
急租1号线固戍地铁站300米大单间带阳台，家私家电齐全！,1280, 领航城,1室1卫 32㎡ 南向 精装修 
康达尔花园 2室1厅1卫 4000元月 南北通透 电梯房,4000, 大芬,2室1厅2卫 73.18㎡ 南向 精装修 
横岗地铁站三房 中间楼层住家舒适 看房方便,4200, 横岗,3室3厅3卫 101㎡ 南向 简单装修 
停车位充足星航华府装修非常漂亮采光好,4700, 宝安机场,3室2厅3卫 85.00㎡ 南北向 精装修 
园中花园3房出租。。,14000, 园岭,3室2厅3卫 106.99㎡ 南北向 精装修 
京基御景印象 靓房出租，居住舒适，干净整洁,2600, 坪山,2室2厅2卫 78㎡ 南向 精装修 
布吉健康花城 精装3房 业主初次出租 保养很好 拎包入住,5600, 丹竹头,3室2厅3卫 89㎡ 南向 精装修 
鸿荣源壹城六区 家私全齐 南北通透采光充足适合居住,6700, 龙华,4室2厅4卫 89㎡ 南向 精装修 
深城投中心公馆1居   环境优美 交通方便 紧邻城铁 紧邻学,2100, 坪山,1室1厅1卫 33㎡ 西南向 精装修 
